None,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/armbruster-engineering-gmbh--co-kg.html,None,None,Address,Arvato Systems,Reinhard-Mohn-Str. 18,33333,Gütersloh,Germany
+49 5241 8080888,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/arvato-systems-digital-gmbh.html,http://www.arvato-systems.de,info@arvato-systems.de,Address,AS CONNECTIONS & SYSTEMS SRL,Via Arduino Casale 67/A,10010,Lessolo,Italy,Fax,+39 0125 58894
+39 0125 58608,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/as-connections--systems-srl.html,http://www.euroconnection.it,info@asconnectionssystems.it,Address,ASEM S.r.l.,"Via Buia,",33011,Artegna,Italy,Fax,+39 0432 977465
+39 0432 9671,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/asem-srl.html,http://www.asem.it,asem@asem.it
None,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/aserto-sp-z-oo.html,None,None,Address,AS-International Association e.V.,Zum Taubengarten 52,63571,Gelnhausen,Germany
+49 6051 473212,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/as-international-association-ev.html,http://www.as-interface.net,info@as-interface.net,Address,ASPINA GmbH,Mergenthalerallee,65760,Eschborn,Germany
+49 6196 969800,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/aspina-gmbh.html,http://eu.aspina-group.com,info@shinano.de,Address,ATAS elektromotory Náchod a.s.,Bratri Capku 722,54701,Nachod,Czech Republic
+420 491 446 111,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/atas-elektromotory-nchod-as.html,http://www.atas.cz,marketing@atas.cz,Address,Atech Antriebstechnik GmbH,Neumannstr. 1,84561,Mehring,Germany,Fax,+49 8677 980920
+49 8677 98090,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/atech-antriebstechnik-gmbh.html,http://www.atech-antriebstechnik.de,info@atech-antriebstechnik.de,Address,ATE Antriebstechnik und Entwicklungs GmbH & Co. KG,Brandenburger Strasse 10,88299,Leutkirch im Allgäu,Germany
+49 7561 982480,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/ate-antriebstechnik-und-entwicklungs-gmbh--co-kg.html,http://www.ate-system.de,info@ate-system.de,Address,"ATOP Technologies, Inc.","No.146 Sec.1, Dongxing Rd. 2F",30261,"Zhubei City, Hsinchu County",Taiwan
+886 3 550 8137,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/atop-technologies-inc.html,http://www.atop.com.tw,sales@atop.com.tw,Address,"ATTOPTIC CO., LTD.","3F., No. 33-5, Shou Shan Rd.",24256,New Taipei City,Taiwan,Fax,+886 2 2908 3598
+886 2 2908 6896,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/attoptic-co-ltd.html,http://global.honestsensor.com.tw/index.htm,winston@attoptic.com,Address,AuCom MCS GmbH & Co. KG,Borsigstr. 6,48324,Sendenhorst,Germany,Fax,+49 2526 93880100
+49 2526 938800,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/aucom-mcs-gmbh--co-kg.html,http://www.aucom.com,sales@aucom.com,Address,AUMA Motors + Systems GmbH,Daimlerstr. 9,73760,Ostfildern,Germany,Fax,+49 711 348033545
+49 711 348033500,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/auma-motors--systems-gmbh.html,http://www.auma-motors.com,info.motors@auma.com,Address,AUMA Riester GmbH & Co. KG,Aumastr. 1,79379,Müllheim,Germany,Fax,+49 7631 8091250
+49 7631 8090,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/auma-riester-gmbh--co-kg.html,http://www.auma.com,info@auma.com,Address,Automa.Net sp. z o. o.,Małopolska 1,35-620,Rzeszów,Poland
+48 17 778 34 19,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/automa-net-sp-z-o-o.html,https://automa.net/,support@automa.net,Address,Automata GmbH & Co. KG,Gewerbering 5,86510,Ried,Germany
+49 8233 79160,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/automata-gmbh--co-kg.html,http://www.cannon-automata.de,info.automata.de@cannon.com,Address,AutomationML e.V.,Universitätsplatz 2,39106,Magdeburg,Germany
+49 391 6757297,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/automationml-ev.html,http://www.automationml.org,office@automationml.org,Address,Autonics Corporation,Magokjungang 5-ro 1-gil,07594,Seoul,"Korea, the Republic of (South)"
+82 2-2048-1577,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/autonics-corporation.html,http://www.autonics.com,sales@autonics.com,Address,autosen gmbh,Annastr. 41,45130,Essen,Germany
+49 201 74918921,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/autosen-gmbh.html,http://www.autosen.com,info@autosen.com,Address,Avnet Abacus - Avnet EMG GmbH,Im Technologiepark 2-8,85586,Poing,Germany
+49 8121 77702,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/avnet-abacus---avnet-emg-gmbh.html,http://www.avnet-abacus.eu,muenchen@avnet.eu,Address,AXEL S.r.l.,Via del Cannino 3,21020,Crosio della Valle,Italy
+39 0332 949600,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/axel-srl.html,http://www.axelsoftware.it,info@axelsw.it,Address,Bachmann electronic GmbH,Kreuzäckerweg 33,6800,Feldkirch,Austria,Fax,+43 5522 34971102
+43 5522 34970,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/bachmann-electronic-gmbh.html,http://www.bachmann.info,info@bachmann.info,Address,Bakker Magnetics B.V.,Sciencepark Eindhoven 5502,5692,EL Son,Netherlands,Fax,+31 40 267 8899
+31 40 267 8825,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/bakker-magnetics-bv.html,http://www.bakkermagnetics.com,info@bakkermagnetics.com,Address,baramundi software AG,Forschungsallee 3,86159,Augsburg,Germany
+49 821 567080,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/baramundi-software-ag.html,http://www.baramundi.com,info@baramundi.com,Address,Bauer Gear Motor GmbH,Eberhard-Bauer-Str. 37,73734,Esslingen,Germany,Fax,+49 711 3518381
+49 711 35180,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/bauer-gear-motor-gmbh.html,http://www.bauergears.com,info@bauergears.de,Address,Baumer GmbH,Pfingstweide 28,61169,Friedberg (Hessen),Germany,Fax,+49 6031 600770
+49 6031 60070,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/baumer-gmbh.html,http://www.baumer.com,sales.de@baumer.com,Address,Baumüller Anlagen-Systemtechnik GmbH & Co. KG,Ostendstr. 84,90482,Nürnberg,Germany,Fax,+49 911 5432130
+49 911 544080,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/baumueller-anlagen-systemtechnik-gmbh--co-kg.html,http://www.baumueller.com/de/systeme,vertrieb.bas@baumueller.com,Address,Baumüller Nürnberg GmbH,Ostendstr. 80-90,90482,Nürnberg,Germany,Fax,+49 911 5432130
+49 911 54320,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/baumueller-nuernberg-gmbh.html,http://www.baumueller.com,mail@baumueller.com,Address,Baumüller Reparaturwerk GmbH & Co. KG,Andernacher Str. 19,90411,Nürnberg,Germany,Fax,+49 911 9552999
+49 911 95520,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/baumueller-reparaturwerk-gmbh--co-kg.html,http://www.baumueller-services.com,info@baumueller-services.com,Address,Bayern Innovativ Bayerische Gesellschaft für Innovation und Wissenstransfer mbH,Am Tullnaupark 8,90402,Nürnberg,Germany
+49 911 206710,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/bayern-innovativ-bayerische-gesellschaft-fuer-innovation-und-wissenstransfer-mbh.html,http://www.bayern-innovativ.de,info@bayern-innovativ.de,Address,Bayern International-Bayerische Gesellschaft für Internationale Wirtschaftsbeziehungen mbH,Rosenheimer Str. 143C,81671,München,Germany
+49 89 6605660,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/bayern-international--bayerische-gesell--schaft-fuer-internationale-wirtschaftsbe--ziehungen-mbh.html,http://www.bayern-international.de,info@bayern-international.de,Address,Bayerische Kabelwerke AG,Otto-Schrimpff-Str. 2,91154,Roth,Germany,Fax,+49 9171 806222
+49 9171 806111,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/bayerische-kabelwerke-ag.html,http://www.bayerische-kabelwerke.de/,kabel@bayka.de,Address,BD SENSORS GmbH,BD-Sensors-Str. 1,95199,Thierstein,Germany,Fax,+49 9235 981136
+49 9235 98110,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/bd-sensors-gmbh.html,http://www.bdsensors.de,info@bdsensors.de,Address,beam-Verlag Dipl.-Ing. Reinhard Birchel,Krummbogen 14,35039,Marburg,Germany,Fax,+49 6421 961423
+49 6421 96140,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/beam-verlag-dipl-ing-reinhard-birchel.html,http://www.beam-verlag.de,info@beam-verlag.de,Address,Belden Inc.,Edisonstraat 9,5928,PG Venlo,Netherlands,Fax,+31 77 387 8448
+31 6 28418424,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/belden-inc.html,http://www.belden.com,venlo.salesinfo@belden.com,Address,BENEDICT GmbH,Lieblgasse 7,1220,Wien,Austria
+43 1 251510,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/benedict-gmbh.html,http://www.benedict.at,sales@benedict.at,Address,Berghof Automation GmbH,Arbachtalstr. 26,72800,Eningen unter Achalm,Germany,Fax,+49 7121 894100
+49 7121 8940,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/berghof-automation-gmbh-business-unit-automation--control-solut.html,http://www.berghof-automation.com,controls@berghof.com,Address,Bernio Elettromeccanica Snc,Via Monte Cervino 12/14,20861,Brugherio,Italy,Fax,+39 039 877766
+39 039 870638,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/bernio-elettromeccanica-snc.html,http://www.bernio.it,info@bernio.it,Address,BGE Elektrotechnik GmbH,Auf der Aue 3,99834,Gerstungen,Germany,Fax,+49 36927 94040
+49 36927 9400,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/bge-elektrotechnik-gmbh.html,http://www.bge-et.de,info@bge-et.de,Address,Bihl + Wiedemann GmbH,Floßwörthstr. 41,68199,Mannheim,Germany,Fax,+49 621 3392239
+49 621 339960,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/bihl--wiedemann-gmbh.html,http://www.bihl-wiedemann.de,mail@bihl-wiedemann.de,Address,Franz Binder GmbH & Co. Elektrische Bauelemente KG,Rötelstraße 27,74172,Neckarsulm,Germany,Fax,+49 7132 325150
+49 7132 3250,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/franz-binder-gmbh--co-elektrische-bauelemente-kg.html,http://www.binder-connector.de,info@binder-connector.de,Address,Biocom AG,Jacobsenweg 61,13509,Berlin,Germany,Fax,+49 30 26492111
+49 30 2649210,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/biocom-ag.html,http://www.biocom.de,service@biocom.de,Address,BiSS Association e.V.,Am Kuemmerling 18,55294,Bodenheim,Germany
+49 6135 9292600,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/biss-association-ev.html,http://www.biss-interface.com,support@biss-interface.com,Address,Bitmotec GmbH,Hollerithallee 17,30419,Hannover,Germany
+49 511 27012200,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/bitmotec-gmbh.html,https://www.bitmotec.com/de/,info@bitmotec.com,Address,BITNER Cable Factory,Józefa Friedleina,30-009,Kraków,Poland
+48 12 389 40 24,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/zaklady-kablowe-bitner-sp-z-oo.html,https://bitner-cablefactory.com/,bitner@bitner.com.pl,Address,BJ-Gear A/S,Niels Bohrs Vej 47,8660,Skanderborg,Denmark
+45 87 40 80 80,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/bj-gear-as.html,http://www.bj-gear.com,bj@bj-gear.com,Address,BLOCK Transformatoren-Elektronik GmbH,Max-Planck-Str.,27283,Verden (Aller),Germany,Fax,+49 4231 678177
+49 4231 6780,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/block-transformatoren-elektronik-gmbh.html,http://www.block.eu,info@block.eu,Address,blue automation GmbH,Hauptstr. 67,56477,Rennerod,Germany
+49 2664 252420,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/blue-automation-gmbh.html,https://blue-automation.de,info@blue-automation.de,Address,Bogen Magnetics GmbH,Potsdamer Str. 12-13,14163,Berlin,Germany,Fax,+49 30 81000260
+49 30 8100020,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/bogen-magnetics-gmbh.html,http://www.bogen-magnetics.com,magnetics@bogen-magnetics.com,Address,böhm Kabeltechnik GmbH,Hall-Str. 8,58638,Iserlohn,Germany
+49 2371 82860,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/boehm-kabeltechnik-gmbh.html,http://www.boehm-kabel.de,info@boehm-kabel.de,Address,Bopla Gehäuse Systeme GmbH,Borsigstr. 17-25,32257,Bünde,Germany
+49 5223 9690,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/bopla-gehaeuse-systeme-gmbh.html,http://www.bopla.de,info@bopla.de,Address,grow platform GmbH,Grönerstr. 9,71636,Ludwigsburg,Germany
+49 711 8110,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/grow-platform-gmbh.html,http://www.growplatform.com,grow@de.bosch.com,Address,Bosch Rexroth AG,Maria-Theresien-Str. 23,97816,Lohr a. Main,Germany,Fax,+49 9352 181000
+49 9352 180,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/bosch-rexroth-ag.html,http://www.boschrexroth.de,info@boschrexroth.de,Address,Robert Bosch GmbH,Auf der Breit 4,76227,Karlsruhe,Germany,Fax,+49 721 9423972
+49 721 9422600,https://sps.mesago.com/nuernberg/en/exhibitor-search.detail.html/robert-bosch-gmbh.html,http://www.bosch-ibusiness.com/en/,kontakt@bosch.de,Address,b-plus mobile control GmbH,Ulrichsberger Str. 17,94469,Deggendorf,Germany,Fax,+49 991 27030299
